Generation,MinFitness,MeanFitness,StdDev
126,0.259000,0.334476,0.089224
127,0.259000,0.335274,0.084697
128,0.259000,0.337578,0.086801
129,0.258425,0.334603,0.086859
130,0.258425,0.336756,0.087291
131,0.258425,0.340385,0.102886
132,0.258425,0.331039,0.083963
133,0.258425,0.338187,0.086908
134,0.258425,0.341811,0.094607
135,0.258425,0.344236,0.094376
136,0.258425,0.345323,0.102699
137,0.258425,0.343084,0.090257
138,0.258425,0.341574,0.096849
139,0.258425,0.348394,0.101520
140,0.258425,0.338900,0.086578
141,0.258425,0.336924,0.084672
142,0.258425,0.339182,0.091371
143,0.258425,0.332592,0.091909
144,0.258425,0.338926,0.094439
145,0.258425,0.339603,0.089948
146,0.258425,0.345202,0.094545
147,0.258425,0.336662,0.097440
148,0.258425,0.337271,0.092764
149,0.258425,0.337657,0.090188
150,0.258425,0.346034,0.102932
151,0.258425,0.337902,0.095865
152,0.258425,0.338569,0.097298
153,0.258425,0.340778,0.093723
154,0.258425,0.343968,0.100336
155,0.258425,0.348782,0.098044
156,0.258425,0.333616,0.089975
157,0.258425,0.340591,0.101759
158,0.258425,0.347552,0.115730
159,0.258425,0.337029,0.095391
160,0.258425,0.339424,0.094348
161,0.258425,0.341710,0.102493
162,0.258425,0.332447,0.088178
163,0.258425,0.346893,0.108743
164,0.258425,0.350238,0.103727
165,0.258425,0.341915,0.102913
166,0.258425,0.337716,0.088055
167,0.258425,0.338036,0.091732
168,0.258425,0.338232,0.093245
169,0.258425,0.339595,0.092394
170,0.258425,0.345780,0.100970
171,0.258425,0.339756,0.093833
172,0.258425,0.348007,0.099928
173,0.258425,0.338747,0.084444
174,0.258425,0.339568,0.089187
175,0.258425,0.347612,0.097346
176,0.258425,0.345024,0.096782
177,0.258425,0.344023,0.091005
178,0.258425,0.342710,0.094707
179,0.258425,0.337370,0.097602
180,0.258425,0.335574,0.090192
181,0.258425,0.340635,0.092474
182,0.258425,0.343343,0.099083
183,0.258425,0.345711,0.105887
184,0.258425,0.341973,0.092610
185,0.258425,0.348746,0.101868
186,0.258425,0.343354,0.094271
187,0.258425,0.344958,0.102428
188,0.258425,0.344064,0.102315
189,0.258425,0.334317,0.083807
190,0.258425,0.343880,0.095545
191,0.258425,0.338384,0.092824
192,0.258425,0.334068,0.090565
193,0.258425,0.333080,0.086025
194,0.258425,0.339306,0.097289
195,0.258425,0.342497,0.104601
196,0.258425,0.342385,0.092539
197,0.258425,0.347412,0.101499
198,0.258425,0.341282,0.086622
199,0.258425,0.342272,0.098013
200,0.258425,0.345392,0.096472
201,0.258425,0.343255,0.090980
202,0.258425,0.332644,0.079965
203,0.258425,0.336223,0.096290
204,0.258425,0.336454,0.092858
205,0.258425,0.336716,0.086250
206,0.258425,0.335136,0.091863
207,0.258425,0.335005,0.086581
208,0.258425,0.343396,0.104166
209,0.258425,0.342921,0.090537
210,0.258425,0.345284,0.099692
211,0.258425,0.337633,0.095074
212,0.258425,0.334924,0.091822
213,0.258425,0.341144,0.102666
214,0.258425,0.336109,0.089477
215,0.258425,0.346534,0.104746
216,0.258425,0.340885,0.096723
217,0.258425,0.342504,0.093534
218,0.258425,0.342843,0.101018
219,0.258425,0.333748,0.090658
220,0.258425,0.334101,0.088918
221,0.258425,0.336054,0.087989
222,0.258425,0.335869,0.097064
223,0.258425,0.341076,0.095617
224,0.258425,0.334265,0.090457
225,0.258425,0.338143,0.094806
226,0.258425,0.342828,0.093721
227,0.258425,0.338758,0.091472
228,0.258425,0.344531,0.098283
229,0.258425,0.340074,0.091893
230,0.258425,0.338893,0.095030
231,0.258425,0.335248,0.082940
232,0.258425,0.332114,0.086980
233,0.258425,0.338243,0.089527
234,0.258425,0.339348,0.098921
235,0.258425,0.337864,0.093404
236,0.258425,0.346042,0.106122
237,0.258425,0.334754,0.092513
238,0.258425,0.333395,0.093215
239,0.258425,0.337335,0.090364
240,0.258425,0.342071,0.099852
241,0.258425,0.337959,0.090684
242,0.257003,0.338151,0.098028
243,0.257003,0.345141,0.098448
244,0.257003,0.335920,0.099197
245,0.257003,0.342815,0.108379
246,0.257003,0.337421,0.096436
247,0.257003,0.344272,0.112687
248,0.257003,0.340236,0.101868
249,0.257003,0.341868,0.100702
250,0.257003,0.344268,0.112985
251,0.257003,0.349997,0.126848
252,0.257003,0.334238,0.099276
253,0.257003,0.336541,0.107572
254,0.257003,0.341933,0.101122
255,0.253940,0.351516,0.119106
256,0.253940,0.337460,0.105603
257,0.253940,0.347593,0.110204
258,0.253940,0.347701,0.117443
259,0.253940,0.341162,0.111041
260,0.253940,0.351173,0.116902
261,0.253940,0.341331,0.097131
262,0.253940,0.341856,0.108807
263,0.253940,0.346761,0.116510
264,0.253940,0.350026,0.114211
265,0.253940,0.341129,0.097574
266,0.253940,0.353348,0.114120
267,0.253940,0.341585,0.097488
268,0.253940,0.348999,0.110919
269,0.253940,0.355141,0.116812
270,0.253940,0.353687,0.112882
271,0.253940,0.342092,0.098524
272,0.253940,0.345163,0.108068
273,0.253940,0.343300,0.106393
274,0.253940,0.348708,0.109203
275,0.253940,0.347683,0.110489
276,0.253940,0.351635,0.116426
277,0.253940,0.354916,0.125583
278,0.253940,0.349995,0.110208
279,0.253940,0.350008,0.119350
280,0.253940,0.346504,0.107312
281,0.253940,0.349681,0.116617
282,0.253940,0.338571,0.102935
283,0.253940,0.355629,0.122236
284,0.253940,0.352554,0.110748
285,0.253940,0.354828,0.120140
286,0.253940,0.359112,0.123237
287,0.253940,0.342895,0.102268
288,0.253940,0.350615,0.113210
289,0.253940,0.343181,0.109958
290,0.253940,0.345832,0.114005
291,0.253940,0.348339,0.110597
292,0.253940,0.357814,0.123703
293,0.253940,0.347080,0.113148
294,0.253940,0.348405,0.102994
295,0.253940,0.350494,0.109713
296,0.253940,0.362450,0.120318
297,0.253940,0.347230,0.099576
298,0.253940,0.352110,0.113525
299,0.253940,0.347238,0.104770
