Generation,MinFitness,MeanFitness,StdDev
175,0.304421,0.349493,0.077411
176,0.304421,0.359413,0.097676
177,0.304421,0.364485,0.106310
178,0.304421,0.357830,0.091345
179,0.304421,0.373817,0.113333
180,0.304421,0.367851,0.105868
181,0.304421,0.377222,0.121248
182,0.304421,0.364360,0.098639
183,0.304421,0.356767,0.099314
184,0.304421,0.357308,0.099504
185,0.304421,0.358498,0.093960
186,0.304300,0.354267,0.091371
187,0.304218,0.348072,0.083094
188,0.304218,0.357527,0.098011
189,0.304218,0.370789,0.117266
190,0.304218,0.356154,0.095287
191,0.304188,0.358489,0.097400
192,0.304188,0.357058,0.092260
193,0.304188,0.360772,0.102995
194,0.304188,0.360719,0.104585
195,0.304188,0.365635,0.114094
196,0.304188,0.360801,0.103006
197,0.304188,0.361434,0.102822
198,0.304188,0.356361,0.092287
199,0.304188,0.361040,0.099453
200,0.304188,0.358783,0.090816
201,0.304188,0.364693,0.103744
202,0.304188,0.360785,0.108083
203,0.304188,0.354208,0.087675
204,0.304188,0.359730,0.098760
205,0.304188,0.356939,0.089203
206,0.304188,0.355131,0.088116
207,0.304188,0.362751,0.099870
208,0.304188,0.348096,0.074489
209,0.304188,0.358606,0.093227
210,0.304188,0.363225,0.103308
211,0.304188,0.362960,0.105375
212,0.304188,0.359734,0.101014
213,0.304188,0.362600,0.094201
214,0.304188,0.359210,0.097240
215,0.304188,0.371107,0.111427
216,0.304188,0.361265,0.103543
217,0.303667,0.359276,0.095374
218,0.303667,0.365084,0.102045
219,0.303667,0.364563,0.108582
220,0.303667,0.352960,0.087890
221,0.303667,0.365406,0.113163
222,0.303667,0.364499,0.105689
223,0.303667,0.355658,0.095669
224,0.303667,0.360124,0.095818
225,0.303667,0.370331,0.109270
226,0.303667,0.372015,0.109838
227,0.303667,0.356699,0.091240
228,0.303599,0.370888,0.111596
229,0.303599,0.358944,0.098765
230,0.303599,0.358759,0.093472
231,0.303599,0.364120,0.106979
232,0.303599,0.372972,0.126850
233,0.303599,0.357004,0.092982
234,0.303599,0.359871,0.098574
235,0.303599,0.357147,0.097045
236,0.303599,0.358018,0.096583
237,0.303599,0.365088,0.109637
238,0.303599,0.367052,0.107803
239,0.303599,0.361387,0.097910
240,0.303599,0.370490,0.125055
241,0.303599,0.361250,0.098381
242,0.303599,0.358031,0.101687
243,0.303599,0.363783,0.099686
244,0.303599,0.362928,0.098137
245,0.303599,0.375554,0.125582
246,0.303599,0.369689,0.102513
247,0.303599,0.361520,0.093921
248,0.303599,0.367338,0.104593
249,0.303599,0.366726,0.102857
250,0.303599,0.359474,0.092561
251,0.303599,0.363910,0.106581
252,0.303599,0.358210,0.094109
253,0.303599,0.359645,0.095053
254,0.303523,0.364905,0.101628
255,0.303523,0.375778,0.123894
256,0.303523,0.358714,0.090804
257,0.303523,0.371679,0.116105
258,0.303523,0.371105,0.106978
259,0.303523,0.359587,0.093238
260,0.303523,0.364719,0.105473
261,0.303523,0.362708,0.099729
262,0.303523,0.358104,0.096224
263,0.303523,0.362556,0.095360
264,0.303523,0.356608,0.088563
265,0.303523,0.369735,0.105392
266,0.303523,0.364534,0.096753
267,0.303523,0.360601,0.091936
268,0.303523,0.376264,0.109148
269,0.303523,0.362242,0.091547
270,0.303523,0.368936,0.108049
271,0.303523,0.359058,0.089605
272,0.303523,0.361714,0.094857
273,0.303523,0.363623,0.104422
274,0.303523,0.364891,0.111866
275,0.303523,0.376275,0.121967
276,0.303523,0.364666,0.105386
277,0.303523,0.357414,0.088308
278,0.303523,0.357361,0.085533
279,0.303523,0.361570,0.102639
280,0.303523,0.369879,0.106847
281,0.303523,0.353433,0.087349
282,0.303523,0.352796,0.089134
283,0.303523,0.361037,0.102908
284,0.303523,0.366309,0.104237
285,0.303523,0.364636,0.100747
286,0.303523,0.366562,0.109142
287,0.303523,0.365221,0.098575
288,0.303523,0.353597,0.087828
289,0.303523,0.366218,0.106322
290,0.303264,0.354311,0.088440
291,0.303264,0.363085,0.102091
292,0.303264,0.365240,0.106726
293,0.303264,0.352419,0.077402
294,0.303264,0.364780,0.102472
295,0.303264,0.357059,0.087972
296,0.303264,0.361736,0.103675
297,0.303264,0.350909,0.081569
298,0.303264,0.362582,0.099740
299,0.303264,0.363604,0.101221
