Generation,MinFitness,MeanFitness,StdDev
188,1.054635,1.137945,0.070155
189,1.054635,1.144810,0.074469
190,1.054635,1.131765,0.063555
191,1.054635,1.134098,0.060450
192,1.054635,1.136976,0.069198
193,1.054635,1.144008,0.071899
194,1.054635,1.138031,0.071807
195,1.054635,1.139668,0.073809
196,1.054635,1.142777,0.070300
197,1.054635,1.141764,0.063441
198,1.054635,1.142742,0.069539
199,1.054635,1.142908,0.064850
200,1.054635,1.150727,0.069175
201,1.054635,1.153108,0.070520
202,1.054635,1.145068,0.061564
203,1.054635,1.144434,0.065219
204,1.054635,1.143466,0.064934
205,1.054635,1.143105,0.065497
206,1.054635,1.146771,0.069345
207,1.054635,1.149975,0.070884
208,1.054635,1.135803,0.062932
209,1.054635,1.136316,0.060383
210,1.054635,1.140607,0.064574
211,1.054635,1.140618,0.076370
212,1.054635,1.142229,0.072415
213,1.054635,1.136881,0.064692
214,1.054635,1.143375,0.066560
215,1.054635,1.151199,0.073857
216,1.054635,1.140022,0.066138
217,1.054635,1.142647,0.073374
218,1.054635,1.136271,0.062154
219,1.054635,1.139414,0.067294
220,1.054635,1.139504,0.065298
221,1.054635,1.139733,0.066115
222,1.054635,1.135380,0.063862
223,1.054635,1.133149,0.063933
224,1.054635,1.138543,0.067533
225,1.054635,1.142317,0.069894
226,1.054635,1.144145,0.072201
227,1.054635,1.146572,0.071144
228,1.054635,1.147775,0.063406
229,1.054635,1.147281,0.069904
230,1.054635,1.146369,0.071113
231,1.054635,1.146006,0.076011
232,1.054635,1.146914,0.068341
233,1.054635,1.143597,0.065426
234,1.054635,1.141171,0.064212
235,1.054635,1.143829,0.065498
236,1.054635,1.140818,0.067269
237,1.054635,1.137653,0.070798
238,1.054635,1.136623,0.060170
239,1.054635,1.140066,0.068168
240,1.054635,1.142807,0.070276
241,1.054635,1.149354,0.073833
242,1.054635,1.145044,0.068652
243,1.054635,1.146987,0.069468
244,1.054635,1.137176,0.062671
245,1.054635,1.150248,0.075106
246,1.054635,1.150868,0.077185
247,1.054635,1.141508,0.065185
248,1.054635,1.145752,0.070658
249,1.054635,1.145068,0.067161
250,1.054635,1.145228,0.065442
251,1.054635,1.148620,0.064544
252,1.054635,1.145052,0.067086
253,1.054635,1.138810,0.064705
254,1.054635,1.144030,0.071385
255,1.054635,1.142602,0.061064
256,1.054635,1.139101,0.060844
257,1.054635,1.139551,0.061906
258,1.054635,1.140215,0.072298
259,1.054635,1.138193,0.061870
260,1.054635,1.137082,0.067651
261,1.054635,1.143155,0.066424
262,1.054635,1.142385,0.065222
263,1.054635,1.141496,0.065025
264,1.054635,1.147554,0.060996
265,1.054635,1.142948,0.067685
266,1.054635,1.142429,0.067285
267,1.054635,1.144679,0.064567
268,1.054635,1.145229,0.066437
269,1.054635,1.141918,0.068871
270,1.054635,1.138835,0.061915
271,1.054635,1.139254,0.068994
272,1.054635,1.138451,0.064942
273,1.054635,1.137131,0.065199
274,1.054635,1.132879,0.066168
275,1.054635,1.130185,0.063406
276,1.054635,1.133232,0.072744
277,1.054635,1.130924,0.061411
278,1.054635,1.139464,0.064018
279,1.054635,1.145691,0.064748
280,1.054635,1.142341,0.062707
281,1.054635,1.140607,0.069527
282,1.054635,1.130115,0.061204
283,1.054635,1.142221,0.063115
284,1.054635,1.143201,0.066812
285,1.054635,1.145497,0.065636
286,1.054635,1.147072,0.069450
287,1.054635,1.147502,0.068736
288,1.054635,1.144367,0.066813
289,1.054635,1.145601,0.073194
290,1.054635,1.139571,0.065915
291,1.054635,1.145613,0.063954
292,1.054635,1.154140,0.072486
293,1.054635,1.144077,0.069201
294,1.054635,1.143421,0.066281
295,1.054635,1.148162,0.070431
296,1.054635,1.143324,0.070243
297,1.054635,1.137784,0.060799
298,1.054635,1.145542,0.066939
299,1.054635,1.142417,0.064935
